Cmpd1	Cmpd2	TS
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.4950298070907593
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C\C(=C\CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	0.4947807788848877
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.4945397675037384
CC(C)(CCc1ccccn1)C(=O)CCCc1ccccn1	CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	0.4942791759967804
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	0.4940239191055298
CN1C(=O)CC(C1=O)c1ccccc1	O[C@H](COP([O-])([O-])=O)[C@@H](O)C=O	0.4937759339809418
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C	CN\C(NCCSCc1csc(CN(C)C)n1)=C/[N+]([O-])=O	0.4935483932495117
C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(c1cccs1)c1cccs1	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	0.49328213930130005
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC([O-])=O	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\Cc1cc(cc(O)c1O)C(O)=O	0.49301397800445557
Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O	0.49275362491607666
NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C([O-])=O	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC	0.4925000071525574
Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1	CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O	0.49225473403930664
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	Cn1c2nc[n-]c2c(=O)n(C)c1=O	0.492000013589859
Cc1ncc2CN=C(c3ccccc3F)c3cc(Cl)ccc3-n12	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	0.4917355477809906
C[N+]1(C)CCCC(C1)OC(=O)C(O)(c1ccccc1)c1ccccc1	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=C)C([O-])=O	0.49147287011146545
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O	NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl	0.4912280738353729
CCCCC\C=C/CC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1	0.4909638464450836
NCCP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)n1ccc(N)nc1=O	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C	0.49071618914604187
CN(C)CC\C=C1\c2ccccc2COc2ccc(CC(O)=O)cc12	CNCCOP(O)(=O)OCC(COC(*)=O)OC(*)=O	0.4904632270336151
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COc1ccccc1	CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.4901960790157318
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C	CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1	0.48995983600616455
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1	OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F	0.4897119402885437
CC(C)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	CN1CCN2C(C1)c1ccccc1Cc1ccccc21	0.48948949575424194
Nc1nc(=S)c2[nH]cnc2[nH]1	N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1	0.48923078179359436
NC(=O)N[C@@H](CC([O-])=O)C([O-])=O	OC(=O)[C@@H]1Cc2cc(O)c(O)cc2N1	0.4889705777168274
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	0.4887118339538574
Nc1cc(nc(N)[n+]1[O-])N1CCCCC1	[NH3+]CCc1ccc(O)c(O)c1	0.48846152424812317
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS([O-])(=O)=O)[C@@H]1CCC2=O	0.4881889820098877
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O5)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@@H](CO)O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@H](O)CO)C(O)=O)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O	O=C(Nc1ccc2c(c1)oc(cc2=O)-c1nn[nH]n1)c1ccc(OCCCCc2ccccc2)cc1	0.48794490098953247
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	0.48769575357437134
CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	OC(=O)CN(CCN(CCN(CC(O)=O)C(COCc1ccccc1)C([O-])=O)CC([O-])=O)CC([O-])=O	0.4874213933944702
CNC(C)(C)Cc1ccccc1	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O	0.4871794879436493
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	0.4869358539581299
COc1cc(CC2c3c(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc4cc(OC)c(OC)c(OC)c4C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c(OC)c3OC)cc(OC)c1OC	OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1	0.48667600750923157
Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1	CCN1C(=O)NC(C1=O)c1ccccc1	0.48641976714134216
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1	C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.48615917563438416
OCC(O)[C-]1OC(=O)C(=O)C1=O	CNCCC=C1c2ccccc2CCc2ccccc12	0.4858934283256531
COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O	0.48561760783195496
CC(C[N+](C)(C)C)OC(N)=O	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	0.4853556454181671
[O-][N+](=O)c1ccc(OP([O-])([O-])=O)cc1	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1	0.4851190447807312
CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC([O-])=O	ClCCN(CCCl)c1c[nH]c(=O)[nH]c1=O	0.4848484992980957
CC(=O)N1CCN(CC1)c1ccc(OCC2COC(Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1	CNCCC=C1c2ccccc2CCc2ccccc12	0.48459959030151367
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O	CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)=CC=CC=CC=CC=CC(O)C(C)OC1=O	0.48433735966682434
CC(=O)N[C@@H]1[C@@H](O)CC(O)(O[C@H]1[C@H](O)[C@H](O)CO)C([O-])=O	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCC(O)=O	0.48407644033432007
CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	CCn1nc(C(O)=O)c(=O)c2cc3OCOc3cc12	0.4838235378265381
CN(C)CCN(Cc1ccccc1)c1ccccn1	COc1ccc(CNc2nc(ncc2C(=O)NCc2ncccn2)N2CCC[C@H]2CO)cc1Cl	0.48356807231903076
Cc1c(CCC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=O)c(C)c4CCC(O)=O)c(C)c3CCC(O)=O	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	0.4833068251609802
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O	COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1	0.4830508530139923
CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1	CN1\C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	0.48275861144065857
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	0.48254621028900146
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CNC=Nc12	0.4822694957256317
O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)n1cnc2c1nc[nH]c2=O	CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O	0.4820239543914795
CCC1(C)CC(=O)NC1=O	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	0.48175182938575745
CC1NCCOC1c1ccccc1	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O	0.48148149251937866
C[C@H](CCC(=O)NCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	0.4812734127044678
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	CCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.4810318648815155
CCCc1cc(=O)[nH]c(=S)[nH]1	CN1C(=O)CC(C1=O)c1ccccc1	0.48076921701431274
CN1C[C@@H](CC2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O	NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl	0.48053690791130066
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	0.4802784323692322
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(*)=O	CNCCc1c[nH]c2ccc(O)cc12	0.47999998927116394
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1	CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.4797601103782654
NC(CC(=O)c1cc(O)ccc1NC=O)C(O)=O	CC\C=C/C\C=C/C\C=C/CCCCCCCC([O-])=O	0.4795081913471222
CCOC(=O)C1(CCN(C)CC1)c1ccccc1	[NH3+][C@@H](C[C@@H](O)C([O-])=O)C([O-])=O	0.47924527525901794
CC[C@]1(O)C[C@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC	CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12	0.4789719581604004
OC(=O)Cc1ccccc1O	COc1cc2c(CCNC(C)=O)c[nH]c2cc1O	0.478723406791687
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	0.4784482717514038
CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O	C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C/C(/C)=C/C(O)=O	0.47817838191986084
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F	0.47791796922683716
Clc1ccc2oc(=O)[nH]c2c1	CN(C)CCN(Cc1ccccc1)c1ccccn1	0.47766321897506714
O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)n1cnc2c1nc[nH]c2=O	CC[C@]1(O)C[C@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](O)[C@]1(O)C(N)=O	0.4774044156074524
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12	CC(C)\N=C(/N)N=C(N)Nc1ccc(Cl)cc1	0.477142870426178
Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1	C(C1=NCCN1)c1cccc2ccccc12	0.4768856465816498
C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n([nH]2)P(O)(O)=O)[C@H]1c1ccc(F)cc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F	CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2=N1	0.47660312056541443
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C([O-])=O	CN(C)C(=O)Oc1ccc[n+](C)c1	0.4763513505458832
Nc1nc(cs1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O	0.4760914742946625
Clc1ccc2oc(=O)[nH]c2c1	O=C(OCc1ccccc1)c1ccccc1	0.4758364260196686
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O	CC(C)(C)NCC(O)c1ccc(O)c(CO)n1	0.47555556893348694
CC(=O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	0.475298136472702
CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1	CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O	0.4750320017337799
CC(CCOP(O)(=O)OP(O)(O)=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO	0.4747474789619446
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12	C[N+]1(C)CCCC(C1)OC(=O)C(O)(c1ccccc1)c1ccccc1	0.4745042622089386
OC(CCN1CCCCC1)(C1CC2CC1C=C2)c1ccccc1	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	0.4742424190044403
Cn1cnc(CC[NH3+])c1	CC(=O)N[C@@H](CCC=O)C([O-])=O	0.47398844361305237
CCCCC\C=C/C[C@@H]1O[C@@H]1\C=C\C(O)C\C=C/CCCC([O-])=O	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	0.4736842215061188
CCOc1cc(N)c(cc1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O	CC(C)C(=O)OCC(=O)[C@@]12OC(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1	0.47345131635665894
CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	0.47320061922073364
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12	C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	0.47294938564300537
O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc12	CCCn1c2nc[nH]c2c(=O)[nH]c1=O	0.47268906235694885
O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	0.4724220633506775
CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@H](O)[C@H](O)C1CC1	CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1	0.47216495871543884
N[C@H]1CCSC1=O	N[C@@H](CCC(=O)NCCC#N)C(O)=O	0.47191011905670166
CCC(=O)O[C@@]1([C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C)C(=O)CCl	NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl	0.47164177894592285
C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1	CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	0.4713740348815918
[O-]P([O-])(=O)OCC(COC(*)=O)OC(*)=O	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)c1ccccc1	0.4711246192455292
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC	CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O	0.4708520174026489
CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O	0.47058823704719543
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	C/C(/C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O	0.47034764289855957
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1	Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1	0.470085471868515
OC[C@H]1OC(C[C@@H]1O)OP([O-])([O-])=O	CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO	0.4698275923728943
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	0.46954813599586487
CCCCC\C=C/C[C@H](OO)\C=C\C=C/C\C=C/CCCC([O-])=O	OC[C@@H](CO*)OC(*)=O	0.46927374601364136
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CNCC(O)=O	CC(O)C(O)C1CNc2nc(N)nc(O)c2N1	0.4690265357494354
COc1cc(CC=O)ccc1O	CCC1(C(=O)NC(=O)NC1=O)c1ccccc1	0.46875
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O5)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@@H](CO)O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@H](O)CO)C(O)=O)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(*)=O	O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O	0.46849942207336426
CCOC(=O)CCCCCCCCC(C)c1ccccc1I	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O	0.4682352840900421
C[Se](=O)CCC(N)C(O)=O	OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O	0.467980295419693
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12	0.46771037578582764
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	0.4674556255340576
CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1	CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C	0.467191606760025
